"Plot_id","Forest_Type","Binomial","Genus","Species","Family","Dbh_cm","H_m","N","E","Mean_temperature","Mean_precipation"
2,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",12.5,20,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",11,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",8,9,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",20,20,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",23,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",22,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",22,32,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",13,33,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",19,35,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",36,35,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",12,22,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",8,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",7,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",16,35,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",7,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6,20,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Bridelia ovata","Bridelia","ovata","Euphorbiaceae",10,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Flacourtia cataphracta","Flacourtia","cataphracta","Flacourtiaceae",14,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",8,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",9,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",9,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",9,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",14,23,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",14,28,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",7,10,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Diospyros burmanica","Diospyros","burmanica","Ebenaceae",13,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",13,20,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Engelhardtia spicata","Engelhardtia","spicata","Juglandaceae",20,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",8,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Pittosporum napaulensis","Pittosporum","napaulensis","Pittosporaceae",14,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Engelhardtia spicata","Engelhardtia","spicata","Juglandaceae",11,35,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",7,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",12,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Croton roxburghianus","Croton","roxburghianus","Euphorbiaceae",9,27,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",12,9,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",8,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Flacourtia cataphracta","Flacourtia","cataphracta","Flacourtiaceae",14,28,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",7,20,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",14,23,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",11,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Flacourtia cataphracta","Flacourtia","cataphracta","Flacourtiaceae",12,27,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",11,25,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",40,45,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",7,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",17,30,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",39,32,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Pittosporum napaulensis","Pittosporum","napaulensis","Pittosporaceae",7,15,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",8,20,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",26,47,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Flacourtia cataphracta","Flacourtia","cataphracta","Flacourtiaceae",8,20,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",11,7,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",7,18,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
2,"Dipterocarpus_Forest","Carissa carandas","Carissa","carandas","Apocynaceae",8,18,20.8901168589657,95.2507234650631,24.2140992792102,791.157042918158
3,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",23,35,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",9,25,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6,NA,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",12,28,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",11,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",18,25,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",19,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",10,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",8,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Vitex limnifolia","Vitex","limnifolia","Verbenaceae",8,18,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",10,15,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",7,13,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",21,25,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",11,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",11,10,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6,12,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",10,25,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",26.5,35,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",19,23,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",9,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",17,23,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",7,18,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",6,15,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",11,18,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",7,19,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Flacourtia cataphracta","Flacourtia","cataphracta","Flacourtiaceae",23,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",9,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",7,21,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",18,25,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",12,23,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",11,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Bridelia ovata","Bridelia","ovata","Euphorbiaceae",6,10,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",11.5,25,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",11,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",14,32,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",7,15,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",14.5,23,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",9,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Bridelia ovata","Bridelia","ovata","Euphorbiaceae",12,23,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",15,15,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Lannea coromandelica","Lannea","coromandelica","Anacardiaceae",11,28,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",6.5,15,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",9,20,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Diospyros burmanica","Diospyros","burmanica","Ebenaceae",12,23,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",8,15,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",11,13,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",7,17,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
3,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",11,3,20.889882702118,95.2520460654334,24.2256261350854,790.842492301449
4,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",33,30,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",24,25,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Tectona grandis","Tectona","grandis","Verbenaceae",9,20,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",17,15,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",8,15,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6,10,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",15,25,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",7,13,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Hiptage candicans","Hiptage","candicans","Malpighiaceae",8,12,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest",NA,NA,"",NA,8,18,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",25,20,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Vitex limnifolia","Vitex","limnifolia","Verbenaceae",11,28,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Flacourtia cataphracta","Flacourtia","cataphracta","Flacourtiaceae",6,15,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Diospyros burmanica","Diospyros","burmanica","Ebenaceae",7,20,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6,10,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",24,25,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",13,12,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
4,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",18,20,20.8882684043614,95.2532519635531,24.3781952768425,783.967909801758
